candidate_id,episode_id,silver_label,first_death,first_death_reason,survived_to_scoring,final_accepted,final_score,original_rejection_stage
c=17754a36d226,Hb2rKGfIOrM,FAIL,03_START_GATE,"start gate hard failure: MID_SENTENCE,MISSING_CONTEXT,UNRESOLVED_REFERENCE (no valid repair)",no,no,,FINALIZE_START_GATE
c=7be2bb6bbc80,Hb2rKGfIOrM,FAIL,04_ENDING_COMPLETE,ending incomplete (UNKNOWN),no,no,,ENDING_CONFIDENCE
c=c6d1569a55bb,Hb2rKGfIOrM,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=181a21d55be6,g2cQ2kD6lzs,FAIL,12_ACCEPTANCE_THRESHOLD,score 65 < 70,yes,no,65,SCORING
c=325c3b998344,g2cQ2kD6lzs,FAIL,03_START_GATE,"start gate hard failure: MID_SENTENCE,LATE_HOOK (no valid repair)",no,no,,FINALIZE_START_GATE
c=3607586cf74f,g2cQ2kD6lzs,FAIL,03_START_GATE,start gate hard failure: MID_SENTENCE (no valid repair),no,no,,FINALIZE_START_GATE
c=f52eaf666cb1,g2cQ2kD6lzs,FAIL,03_START_GATE,"start gate hard failure: MID_SENTENCE,MISSING_CONTEXT,UNRESOLVED_REFERENCE (no valid repair)",no,no,,FINALIZE_START_GATE
c=56ec02aa52d8,g2cQ2kD6lzs,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=6ceb32b3834a,g2cQ2kD6lzs,FAIL,03_START_GATE,start gate hard failure: MID_SENTENCE (no valid repair),no,no,,FINALIZE_START_GATE
c=b0b734b3b5b2,g2cQ2kD6lzs,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=cf319752a204,g2cQ2kD6lzs,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=3068d327dfa7,g2cQ2kD6lzs,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=e783bacc435d,g2cQ2kD6lzs,PASS,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=6723b7bdf8dc,g2cQ2kD6lzs,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=3459e4222cde,g2cQ2kD6lzs,REVIEW,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=9b1950ff34af,g2cQ2kD6lzs,FAIL,07_DURATION_GATE,too short (11.1s < 14s) (after repair attempt),no,no,,MIN_DURATION
c=cfd84744cbe9,g2cQ2kD6lzs,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=7701843ac826,g2cQ2kD6lzs,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=01cc16e7bdef,g2cQ2kD6lzs,PASS,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=9bfcef88df7e,g2cQ2kD6lzs,FAIL,03_START_GATE,"start gate hard failure: MID_SENTENCE,LATE_HOOK (no valid repair)",no,no,,FINALIZE_START_GATE
c=8de3144cf943,g2cQ2kD6lzs,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=cf899a0a5269,g2cQ2kD6lzs,FAIL,03_START_GATE,start gate hard failure: MID_SENTENCE (no valid repair),no,no,,FINALIZE_START_GATE
c=68f0f52434be,g2cQ2kD6lzs,FAIL,07_DURATION_GATE,too short (0.8s < 14s) (after repair attempt),no,no,,MIN_DURATION
c=fa978ff5ed06,g2cQ2kD6lzs,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=229d91405599,g2cQ2kD6lzs,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=61196f3a5922,g2cQ2kD6lzs,FAIL,03_START_GATE,start gate hard failure: MID_SENTENCE (no valid repair),no,no,,ENDING_CONFIDENCE
c=d5c53cc0f5ac,g2cQ2kD6lzs,FAIL,07_DURATION_GATE,too short (13.2s < 14s) (after repair attempt),no,no,,MIN_DURATION
c=7a67586b3612,g2cQ2kD6lzs,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=f07e6a244da9,Ive926sC6mc,FAIL,12_ACCEPTANCE_THRESHOLD,score 69 < 70,yes,no,69,FINALIZE_START_GATE
c=004125b3d651,Ive926sC6mc,FAIL,03_START_GATE,start gate hard failure: MID_SENTENCE (no valid repair),no,no,,FINALIZE_START_GATE
c=3d68f9336412,Ive926sC6mc,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=86144e9f6d7c,Ive926sC6mc,FAIL,03_START_GATE,start gate hard failure: MID_SENTENCE (no valid repair),no,no,,FINALIZE_START_GATE
c=fa4b940ebea8,Ive926sC6mc,FAIL,03_START_GATE,start gate hard failure: MID_SENTENCE (no valid repair),no,no,,FINALIZE_START_GATE
c=64020c313d04,Ive926sC6mc,FAIL,07_DURATION_GATE,too short (7.9s < 14s) (after repair attempt),no,no,,MIN_DURATION
c=3de206aea8a7,Ive926sC6mc,FAIL,03_START_GATE,start gate hard failure: MID_SENTENCE (no valid repair),no,no,,FINALIZE_START_GATE
c=df9089cafca9,Ive926sC6mc,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=2c2570029319,Ive926sC6mc,FAIL,12_ACCEPTANCE_THRESHOLD,score 68 < 70,yes,no,68,FINALIZE_START_GATE
c=522a46ef783d,Ive926sC6mc,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=d08b5d5f0afc,Ive926sC6mc,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=badf9c1ab163,Ive926sC6mc,FAIL,07_DURATION_GATE,too short (5.4s < 14s) (after repair attempt),no,no,,MIN_DURATION
c=eefacc554f3b,Ive926sC6mc,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=fb3445576f0c,Ive926sC6mc,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82,no,no,,ENDING_CONFIDENCE
c=f36aee07fbca,Ive926sC6mc,FAIL,03_START_GATE,start gate hard failure: MID_SENTENCE (no valid repair),no,no,,FINALIZE_START_GATE
c=15bc4db7c71c,Ive926sC6mc,FAIL,03_START_GATE,"start gate hard failure: MID_SENTENCE,MISSING_CONTEXT (no valid repair)",no,no,,FINALIZE_START_GATE
c=d20e78763052,Ive926sC6mc,FAIL,03_START_GATE,"start gate hard failure: MID_SENTENCE,MISSING_CONTEXT,UNRESOLVED_REFERENCE (no valid repair)",no,no,,FINALIZE_START_GATE
c=790da887f28a,Ive926sC6mc,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=64904eef664a,Ive926sC6mc,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=e227de47511f,Ive926sC6mc,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=29afaa193e22,Ive926sC6mc,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=3b416b15c9b5,Ive926sC6mc,FAIL,SURVIVED,,yes,yes,80,
c=62635bce5e7d,Ive926sC6mc,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=9ce745240bd3,Ive926sC6mc,FAIL,03_START_GATE,start gate hard failure: MID_SENTENCE (no valid repair),no,no,,FINALIZE_START_GATE
c=22249d26020b,Ive926sC6mc,FAIL,03_START_GATE,start gate hard failure: MID_SENTENCE (no valid repair),no,no,,ENDING_CONFIDENCE
c=0715279202c9,Ive926sC6mc,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=0eefa9fa69ca,Ive926sC6mc,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=732e4ad5f7ef,Ive926sC6mc,FAIL,03_START_GATE,"start gate hard failure: MID_SENTENCE,LATE_HOOK (no valid repair)",no,no,,FINALIZE_START_GATE
c=4393357e447d,Ive926sC6mc,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=ff14d31e95b7,Ive926sC6mc,FAIL,03_START_GATE,start gate hard failure: MID_SENTENCE (no valid repair),no,no,,FINALIZE_START_GATE
c=74d58e09e618,Ive926sC6mc,FAIL,03_START_GATE,start gate hard failure: MID_SENTENCE (no valid repair),no,no,,ENDING_CONFIDENCE
c=10c31cb4400e,Ive926sC6mc,FAIL,03_START_GATE,"start gate hard failure: MID_SENTENCE,MISSING_CONTEXT (no valid repair)",no,no,,FINALIZE_START_GATE
c=fd3af6fdd140,Ive926sC6mc,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=0993798a6756,Ive926sC6mc,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=4fbd11552d31,Ive926sC6mc,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,FINALIZE_START_GATE
c=3dea3e5457fa,Ive926sC6mc,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=4dd5f671a4bf,Ive926sC6mc,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=5c8e458608a5,Ive926sC6mc,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=39809f08d870,Ive926sC6mc,FAIL,03_START_GATE,start gate hard failure: MID_SENTENCE (no valid repair),no,no,,FINALIZE_START_GATE
c=b356115ea703,Ive926sC6mc,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=efc96b5ff357,3NSC5nps3OM,FAIL,03_START_GATE,"start gate hard failure: MISSING_CONTEXT,UNRESOLVED_REFERENCE (no valid repair)",no,no,,FINALIZE_START_GATE
c=0b7365711665,3NSC5nps3OM,FAIL,03_START_GATE,start gate hard failure: MID_SENTENCE (no valid repair),no,no,,FINALIZE_START_GATE
c=a9454d171520,3NSC5nps3OM,FAIL,03_START_GATE,start gate hard failure: MID_SENTENCE (no valid repair),no,no,,ENDING_CONFIDENCE
c=0a8930d6547d,3NSC5nps3OM,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=7ad4c7ea26e1,3NSC5nps3OM,FAIL,03_START_GATE,start gate hard failure: MID_SENTENCE (no valid repair),no,no,,FINALIZE_START_GATE
c=0ea0eec5861d,3NSC5nps3OM,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=bb5e426b24d4,3NSC5nps3OM,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=34a26a170074,3NSC5nps3OM,FAIL,03_START_GATE,start gate hard failure: MID_SENTENCE (no valid repair),no,no,,ENDING_CONFIDENCE
c=ed3006ecb613,3NSC5nps3OM,FAIL,03_START_GATE,start gate hard failure: MID_SENTENCE (no valid repair),no,no,,FINALIZE_START_GATE
c=b0f88c74d568,3NSC5nps3OM,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=b93dea14069f,3NSC5nps3OM,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=954b13bd8fc5,3NSC5nps3OM,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=6e6c50932afe,3NSC5nps3OM,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=9e6083fd582d,3NSC5nps3OM,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=af2c9767dfc9,3NSC5nps3OM,FAIL,03_START_GATE,start gate hard failure: MID_SENTENCE (no valid repair),no,no,,FINALIZE_START_GATE
c=d84c8ed84c1d,3NSC5nps3OM,FAIL,03_START_GATE,"start gate hard failure: MID_SENTENCE,LATE_HOOK (no valid repair)",no,no,,FINALIZE_START_GATE
c=cc93f78f2560,3NSC5nps3OM,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=5344309f5035,3NSC5nps3OM,FAIL,03_START_GATE,start gate hard failure: MID_SENTENCE (no valid repair),no,no,,FINALIZE_START_GATE
c=89c7ff470ab9,3NSC5nps3OM,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=6065a196f512,3NSC5nps3OM,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=1050a749a4ab,3NSC5nps3OM,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=30530741cb5d,3NSC5nps3OM,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,FINALIZE_START_GATE
c=f88e817e3405,3NSC5nps3OM,FAIL,03_START_GATE,"start gate hard failure: MID_SENTENCE,MISSING_CONTEXT,UNRESOLVED_REFERENCE (no valid repair)",no,no,,FINALIZE_START_GATE
c=01d19a20f680,3NSC5nps3OM,FAIL,03_START_GATE,start gate hard failure: MID_SENTENCE (no valid repair),no,no,,FINALIZE_START_GATE
c=bc972bc28ba9,3NSC5nps3OM,FAIL,03_START_GATE,"start gate hard failure: MID_SENTENCE,LATE_HOOK (no valid repair)",no,no,,FINALIZE_START_GATE
c=cd6ab088f406,3NSC5nps3OM,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=0b8036e74010,3NSC5nps3OM,FAIL,03_START_GATE,start gate hard failure: MID_SENTENCE (no valid repair),no,no,,FINALIZE_START_GATE
c=4aadfdb28614,3NSC5nps3OM,FAIL,03_START_GATE,start gate hard failure: MID_SENTENCE (no valid repair),no,no,,FINALIZE_START_GATE
c=f2b09412b76a,3NSC5nps3OM,FAIL,03_START_GATE,start gate hard failure: MID_SENTENCE (no valid repair),no,no,,FINALIZE_START_GATE
c=3ec20b4e7bdb,3NSC5nps3OM,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=75eefcbb5637,3NSC5nps3OM,FAIL,03_START_GATE,start gate hard failure: MID_SENTENCE (no valid repair),no,no,,FINALIZE_START_GATE
c=39bc82d281fe,3NSC5nps3OM,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=ef880ff1313e,3NSC5nps3OM,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=1913d2cef342,3NSC5nps3OM,FAIL,03_START_GATE,start gate hard failure: MID_SENTENCE (no valid repair),no,no,,FINALIZE_START_GATE
c=12592847e510,3NSC5nps3OM,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=61f36afc88b9,3NSC5nps3OM,FAIL,03_START_GATE,start gate hard failure: MID_SENTENCE (no valid repair),no,no,,FINALIZE_START_GATE
c=c1e4676c7568,3NSC5nps3OM,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=8da1ffee2f07,3NSC5nps3OM,FAIL,03_START_GATE,start gate hard failure: MID_SENTENCE (no valid repair),no,no,,FINALIZE_START_GATE
c=a7c70f811837,3NSC5nps3OM,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,FINALIZE_START_GATE
c=62d45d3f4110,3NSC5nps3OM,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=c410ad997f6c,376JmatmnaI,FAIL,04_ENDING_COMPLETE,ending incomplete (TOPIC_TRANSITION),no,no,,ENDING_COMPLETE
c=838e8882741c,376JmatmnaI,FAIL,04_ENDING_COMPLETE,ending incomplete (UNKNOWN),no,no,,ENDING_COMPLETE
c=04eb387f9df0,376JmatmnaI,FAIL,04_ENDING_COMPLETE,ending incomplete (UNKNOWN),no,no,,ENDING_COMPLETE
c=3530365d9492,376JmatmnaI,FAIL,04_ENDING_COMPLETE,ending incomplete (UNKNOWN),no,no,,ENDING_COMPLETE
c=20ead57a75ba,376JmatmnaI,FAIL,04_ENDING_COMPLETE,ending incomplete (UNKNOWN),no,no,,ENDING_COMPLETE
c=66793f247b52,376JmatmnaI,FAIL,04_ENDING_COMPLETE,ending incomplete (UNKNOWN),no,no,,ENDING_COMPLETE
c=dc86cdd46fad,376JmatmnaI,FAIL,04_ENDING_COMPLETE,ending incomplete (UNKNOWN),no,no,,ENDING_COMPLETE
c=d6a753effac3,376JmatmnaI,FAIL,04_ENDING_COMPLETE,ending incomplete (UNKNOWN),no,no,,ENDING_COMPLETE
c=5ba8e08ddcfa,376JmatmnaI,FAIL,04_ENDING_COMPLETE,ending incomplete (UNKNOWN),no,no,,ENDING_COMPLETE
c=fc414046e98f,376JmatmnaI,FAIL,04_ENDING_COMPLETE,ending incomplete (UNKNOWN),no,no,,ENDING_COMPLETE
c=a6087fc24f50,376JmatmnaI,FAIL,04_ENDING_COMPLETE,ending incomplete (UNKNOWN),no,no,,ENDING_COMPLETE
c=4ba55bd87a91,376JmatmnaI,FAIL,04_ENDING_COMPLETE,ending incomplete (UNKNOWN),no,no,,ENDING_COMPLETE
c=8e811b9695df,376JmatmnaI,FAIL,04_ENDING_COMPLETE,ending incomplete (UNKNOWN),no,no,,ENDING_COMPLETE
c=9e94a8b9a84c,376JmatmnaI,FAIL,04_ENDING_COMPLETE,ending incomplete (UNKNOWN),no,no,,ENDING_COMPLETE
c=24a233d5fb09,376JmatmnaI,FAIL,04_ENDING_COMPLETE,ending incomplete (UNKNOWN),no,no,,ENDING_COMPLETE
c=8652ccf7e90f,376JmatmnaI,FAIL,04_ENDING_COMPLETE,ending incomplete (TOPIC_TRANSITION),no,no,,ENDING_COMPLETE
c=5956d82f141a,376JmatmnaI,FAIL,04_ENDING_COMPLETE,ending incomplete (UNKNOWN),no,no,,ENDING_COMPLETE
c=579ce7c7ae72,376JmatmnaI,FAIL,04_ENDING_COMPLETE,ending incomplete (INCOMPLETE_SENTENCE),no,no,,ENDING_COMPLETE
c=39c2fc0001b4,376JmatmnaI,FAIL,04_ENDING_COMPLETE,ending incomplete (QUESTION_START),no,no,,ENDING_COMPLETE
c=5d4688039ab1,376JmatmnaI,FAIL,04_ENDING_COMPLETE,ending incomplete (UNKNOWN),no,no,,ENDING_COMPLETE
c=b69cff48a835,376JmatmnaI,FAIL,04_ENDING_COMPLETE,ending incomplete (UNKNOWN),no,no,,ENDING_COMPLETE
c=4554409f9874,376JmatmnaI,FAIL,04_ENDING_COMPLETE,ending incomplete (UNKNOWN),no,no,,ENDING_COMPLETE
c=776b141172e0,376JmatmnaI,FAIL,07_DURATION_GATE,exceeds hard max (90.1s > 90s),no,no,,ENDING_COMPLETE
c=39b4302deff1,376JmatmnaI,FAIL,04_ENDING_COMPLETE,ending incomplete (UNKNOWN),no,no,,ENDING_COMPLETE
c=8616efa4dfa6,376JmatmnaI,FAIL,04_ENDING_COMPLETE,ending incomplete (UNKNOWN),no,no,,ENDING_COMPLETE
c=92bef482c319,376JmatmnaI,FAIL,04_ENDING_COMPLETE,ending incomplete (INCOMPLETE_SENTENCE),no,no,,ENDING_COMPLETE
c=abf6809c1f45,376JmatmnaI,FAIL,04_ENDING_COMPLETE,ending incomplete (UNKNOWN),no,no,,ENDING_COMPLETE
c=4acba6c06e08,376JmatmnaI,FAIL,04_ENDING_COMPLETE,ending incomplete (UNKNOWN),no,no,,ENDING_COMPLETE
c=7c6619cfa752,376JmatmnaI,FAIL,04_ENDING_COMPLETE,ending incomplete (UNKNOWN),no,no,,ENDING_COMPLETE
c=f2368808c0c5,376JmatmnaI,FAIL,04_ENDING_COMPLETE,ending incomplete (UNKNOWN),no,no,,ENDING_COMPLETE
c=750dfd7d46fb,376JmatmnaI,FAIL,07_DURATION_GATE,exceeds hard max (93.6s > 90s),no,no,,ENDING_COMPLETE
c=fad35e0d1a88,376JmatmnaI,FAIL,04_ENDING_COMPLETE,ending incomplete (UNKNOWN),no,no,,ENDING_COMPLETE
c=051da761b525,376JmatmnaI,FAIL,04_ENDING_COMPLETE,ending incomplete (UNKNOWN),no,no,,ENDING_COMPLETE
c=8a8caaba84df,376JmatmnaI,FAIL,04_ENDING_COMPLETE,ending incomplete (INCOMPLETE_SENTENCE),no,no,,ENDING_COMPLETE
c=dbda7da6c2c1,376JmatmnaI,FAIL,04_ENDING_COMPLETE,ending incomplete (UNKNOWN),no,no,,ENDING_COMPLETE
c=0fb0d871c5aa,376JmatmnaI,FAIL,04_ENDING_COMPLETE,ending incomplete (UNKNOWN),no,no,,ENDING_COMPLETE
c=b64aba548e90,376JmatmnaI,FAIL,04_ENDING_COMPLETE,ending incomplete (UNKNOWN),no,no,,ENDING_COMPLETE
c=aee89a74a40c,376JmatmnaI,FAIL,04_ENDING_COMPLETE,ending incomplete (UNKNOWN),no,no,,ENDING_COMPLETE
c=e58e6721f1ad,376JmatmnaI,FAIL,04_ENDING_COMPLETE,ending incomplete (UNKNOWN),no,no,,ENDING_COMPLETE
c=15db40d6dca1,376JmatmnaI,FAIL,04_ENDING_COMPLETE,ending incomplete (UNKNOWN),no,no,,ENDING_COMPLETE
c=034b191a2b7e,XuoqKYxDHVc,FAIL,03_START_GATE,start gate hard failure: MID_SENTENCE (no valid repair),no,no,,FINALIZE_START_GATE
c=2b2afe1d834c,XuoqKYxDHVc,FAIL,07_DURATION_GATE,too short (2.2s < 14s) (after repair attempt),no,no,,MIN_DURATION
c=1e4705b8dfd4,XuoqKYxDHVc,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=cb087f1e340a,XuoqKYxDHVc,FAIL,03_START_GATE,"start gate hard failure: MID_SENTENCE,LATE_HOOK (no valid repair)",no,no,,FINALIZE_START_GATE
c=4b8864c310d3,XuoqKYxDHVc,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=8f4c6b9115b4,XuoqKYxDHVc,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=d67f3fddfe4c,XuoqKYxDHVc,FAIL,03_START_GATE,start gate hard failure: MID_SENTENCE (no valid repair),no,no,,FINALIZE_START_GATE
c=5755ef4bff9f,XuoqKYxDHVc,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.80 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=2a12042ef32f,XuoqKYxDHVc,FAIL,03_START_GATE,start gate hard failure: MID_SENTENCE (no valid repair),no,no,,FINALIZE_START_GATE
c=19483c4136db,XuoqKYxDHVc,FAIL,07_DURATION_GATE,too short (4s < 14s) (after repair attempt),no,no,,MIN_DURATION
c=8ab3662400ce,XuoqKYxDHVc,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=270f0c069e3d,XuoqKYxDHVc,FAIL,07_DURATION_GATE,too short (6.5s < 14s) (after repair attempt),no,no,,MIN_DURATION
c=8b967ae58864,XuoqKYxDHVc,FAIL,03_START_GATE,start gate hard failure: MID_SENTENCE (no valid repair),no,no,,FINALIZE_START_GATE
c=f730573bb1ef,XuoqKYxDHVc,FAIL,03_START_GATE,start gate hard failure: MID_SENTENCE (no valid repair),no,no,,FINALIZE_START_GATE
c=7c024252d888,XuoqKYxDHVc,FAIL,03_START_GATE,"start gate hard failure: MID_SENTENCE,LATE_HOOK (no valid repair)",no,no,,FINALIZE_START_GATE
c=7aab958e7699,XuoqKYxDHVc,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=b99c5bdeb83a,XuoqKYxDHVc,FAIL,03_START_GATE,"start gate hard failure: MID_SENTENCE,LATE_HOOK (no valid repair)",no,no,,FINALIZE_START_GATE
c=e2b23b1b7a03,XuoqKYxDHVc,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=da859c20ba8d,XuoqKYxDHVc,FAIL,03_START_GATE,start gate hard failure: MID_SENTENCE (no valid repair),no,no,,FINALIZE_START_GATE
c=979e03b50ec1,XuoqKYxDHVc,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
c=a0591b5149a8,XuoqKYxDHVc,FAIL,04_ENDING_COMPLETE,ending incomplete (QUESTION_START),no,no,,FINALIZE_START_GATE
c=bf46b383409d,XuoqKYxDHVc,FAIL,04_ENDING_COMPLETE,ending incomplete (QUESTION_START),no,no,,ENDING_COMPLETE
c=f0dba52b54f9,XuoqKYxDHVc,FAIL,03_START_GATE,start gate hard failure: MID_SENTENCE (no valid repair),no,no,,FINALIZE_START_GATE
c=6b1e99b64f87,XuoqKYxDHVc,FAIL,03_START_GATE,start gate hard failure: MID_SENTENCE (no valid repair),no,no,,ENDING_CONFIDENCE
c=41a6fb754065,XuoqKYxDHVc,FAIL,05_ENDING_CONFIDENCE,ending confidence 0.78 < 0.82 (after repair attempt),no,no,,ENDING_CONFIDENCE
