candidate_id,episode_id,split,rough_start_sec,rough_end_sec,final_start_sec,final_end_sec,generator_version,transcript_hash
c=59d1a5729434,UZ1kCEGjYX0,legacy,3360.88,3434.16,,,v12-lineage,de7a54bcbb36dc92f9a72110cbb0ea495e5d8050bc03ec8a917185110070d388
c=abf3ba28a4a0,UZ1kCEGjYX0,legacy,3536.64,3587.36,,,v12-lineage,de7a54bcbb36dc92f9a72110cbb0ea495e5d8050bc03ec8a917185110070d388
c=d1aa8efdcce1,UZ1kCEGjYX0,legacy,3653.12,3686.72,,,v12-lineage,de7a54bcbb36dc92f9a72110cbb0ea495e5d8050bc03ec8a917185110070d388
c=420db388eb4b,Hb2rKGfIOrM,legacy,1.52,17.52,,,v12-lineage,e0d1fca6e16df154b6e559e1e13d66d9ebd815c305fd1acbc282e598f8e12b25
c=641d9229f4e8,Hb2rKGfIOrM,legacy,94.96,144.64,,,v12-lineage,e0d1fca6e16df154b6e559e1e13d66d9ebd815c305fd1acbc282e598f8e12b25
c=a3109cc0afc5,Hb2rKGfIOrM,legacy,312.64,342.4,,,v12-lineage,e0d1fca6e16df154b6e559e1e13d66d9ebd815c305fd1acbc282e598f8e12b25
c=0331d2e45170,Hb2rKGfIOrM,legacy,584.08,605.44,,,v12-lineage,e0d1fca6e16df154b6e559e1e13d66d9ebd815c305fd1acbc282e598f8e12b25
c=d1eafe8fd471,Hb2rKGfIOrM,legacy,1500,1551.6,,,v12-lineage,e0d1fca6e16df154b6e559e1e13d66d9ebd815c305fd1acbc282e598f8e12b25
c=7ab5199bccef,Hb2rKGfIOrM,legacy,1970.72,1995.48,,,v12-lineage,e0d1fca6e16df154b6e559e1e13d66d9ebd815c305fd1acbc282e598f8e12b25
c=96135d88b859,Hb2rKGfIOrM,legacy,2772.88,2822.72,,,v12-lineage,e0d1fca6e16df154b6e559e1e13d66d9ebd815c305fd1acbc282e598f8e12b25
c=661957b07cac,Hb2rKGfIOrM,legacy,2870.56,2891.96,,,v12-lineage,e0d1fca6e16df154b6e559e1e13d66d9ebd815c305fd1acbc282e598f8e12b25
c=4a5abdaf18ee,Hb2rKGfIOrM,legacy,3277.36,3317.2,,,v12-lineage,e0d1fca6e16df154b6e559e1e13d66d9ebd815c305fd1acbc282e598f8e12b25
c=9844f4aaa141,Hb2rKGfIOrM,legacy,3557.44,3593.92,,,v12-lineage,e0d1fca6e16df154b6e559e1e13d66d9ebd815c305fd1acbc282e598f8e12b25
c=844e021c42a1,Hb2rKGfIOrM,legacy,3842.72,3862.96,,,v12-lineage,e0d1fca6e16df154b6e559e1e13d66d9ebd815c305fd1acbc282e598f8e12b25
c=17754a36d226,Hb2rKGfIOrM,legacy,3956.08,3995.2,,,v12-lineage,e0d1fca6e16df154b6e559e1e13d66d9ebd815c305fd1acbc282e598f8e12b25
c=7be2bb6bbc80,Hb2rKGfIOrM,legacy,3993.28,4040.64,,,v12-lineage,e0d1fca6e16df154b6e559e1e13d66d9ebd815c305fd1acbc282e598f8e12b25
c=c6d1569a55bb,Hb2rKGfIOrM,legacy,4038.4,4076.32,,,v12-lineage,e0d1fca6e16df154b6e559e1e13d66d9ebd815c305fd1acbc282e598f8e12b25
c=181a21d55be6,g2cQ2kD6lzs,legacy,0,37.28,0,35.08,v12-lineage,af08f04061640138697143be9de4ac5ba83905cee6d693a05581811617ba5685
c=325c3b998344,g2cQ2kD6lzs,legacy,95.28,130.76,,,v12-lineage,af08f04061640138697143be9de4ac5ba83905cee6d693a05581811617ba5685
c=3607586cf74f,g2cQ2kD6lzs,legacy,177.84,197.88,,,v12-lineage,af08f04061640138697143be9de4ac5ba83905cee6d693a05581811617ba5685
c=f52eaf666cb1,g2cQ2kD6lzs,legacy,218.48,242.24,,,v12-lineage,af08f04061640138697143be9de4ac5ba83905cee6d693a05581811617ba5685
c=56ec02aa52d8,g2cQ2kD6lzs,legacy,312.28,360.04,,,v12-lineage,af08f04061640138697143be9de4ac5ba83905cee6d693a05581811617ba5685
c=6ceb32b3834a,g2cQ2kD6lzs,legacy,376.88,428.44,,,v12-lineage,af08f04061640138697143be9de4ac5ba83905cee6d693a05581811617ba5685
c=b0b734b3b5b2,g2cQ2kD6lzs,legacy,433.44,484.48,,,v12-lineage,af08f04061640138697143be9de4ac5ba83905cee6d693a05581811617ba5685
c=cf319752a204,g2cQ2kD6lzs,legacy,739.04,783.76,,,v12-lineage,af08f04061640138697143be9de4ac5ba83905cee6d693a05581811617ba5685
c=3068d327dfa7,g2cQ2kD6lzs,legacy,817.24,851.64,,,v12-lineage,af08f04061640138697143be9de4ac5ba83905cee6d693a05581811617ba5685
c=e783bacc435d,g2cQ2kD6lzs,legacy,948.28,994.88,,,v12-lineage,af08f04061640138697143be9de4ac5ba83905cee6d693a05581811617ba5685
c=6723b7bdf8dc,g2cQ2kD6lzs,legacy,1014.68,1053.48,,,v12-lineage,af08f04061640138697143be9de4ac5ba83905cee6d693a05581811617ba5685
c=3459e4222cde,g2cQ2kD6lzs,legacy,1164.2,1251.68,,,v12-lineage,af08f04061640138697143be9de4ac5ba83905cee6d693a05581811617ba5685
c=9b1950ff34af,g2cQ2kD6lzs,legacy,1292,1313.72,,,v12-lineage,af08f04061640138697143be9de4ac5ba83905cee6d693a05581811617ba5685
c=cfd84744cbe9,g2cQ2kD6lzs,legacy,1333.08,1374.88,,,v12-lineage,af08f04061640138697143be9de4ac5ba83905cee6d693a05581811617ba5685
c=7701843ac826,g2cQ2kD6lzs,legacy,1384.64,1425.8,,,v12-lineage,af08f04061640138697143be9de4ac5ba83905cee6d693a05581811617ba5685
c=01cc16e7bdef,g2cQ2kD6lzs,legacy,1566.8,1647.28,,,v12-lineage,af08f04061640138697143be9de4ac5ba83905cee6d693a05581811617ba5685
c=9bfcef88df7e,g2cQ2kD6lzs,legacy,1688.16,1723.08,,,v12-lineage,af08f04061640138697143be9de4ac5ba83905cee6d693a05581811617ba5685
c=8de3144cf943,g2cQ2kD6lzs,legacy,1721.6,1775.2,,,v12-lineage,af08f04061640138697143be9de4ac5ba83905cee6d693a05581811617ba5685
c=cf899a0a5269,g2cQ2kD6lzs,legacy,1819.2,1861.44,,,v12-lineage,af08f04061640138697143be9de4ac5ba83905cee6d693a05581811617ba5685
c=68f0f52434be,g2cQ2kD6lzs,legacy,1884.68,1924.92,,,v12-lineage,af08f04061640138697143be9de4ac5ba83905cee6d693a05581811617ba5685
c=fa978ff5ed06,g2cQ2kD6lzs,legacy,2009.68,2052,,,v12-lineage,af08f04061640138697143be9de4ac5ba83905cee6d693a05581811617ba5685
c=229d91405599,g2cQ2kD6lzs,legacy,2263.4,2314.48,,,v12-lineage,af08f04061640138697143be9de4ac5ba83905cee6d693a05581811617ba5685
c=61196f3a5922,g2cQ2kD6lzs,legacy,2338.48,2384.56,,,v12-lineage,af08f04061640138697143be9de4ac5ba83905cee6d693a05581811617ba5685
c=d5c53cc0f5ac,g2cQ2kD6lzs,legacy,2476.4,2515.4,,,v12-lineage,af08f04061640138697143be9de4ac5ba83905cee6d693a05581811617ba5685
c=7a67586b3612,g2cQ2kD6lzs,legacy,2540.52,2579.56,,,v12-lineage,af08f04061640138697143be9de4ac5ba83905cee6d693a05581811617ba5685
c=f07e6a244da9,Ive926sC6mc,legacy,19.48,64.48,,,v12-lineage,c164fe4d4b5fb02b8c5e36304d0f0be5fc6ec182b5f497f9dfcdfcacbf1d7e63
c=004125b3d651,Ive926sC6mc,legacy,66.8,91.12,,,v12-lineage,c164fe4d4b5fb02b8c5e36304d0f0be5fc6ec182b5f497f9dfcdfcacbf1d7e63
c=3d68f9336412,Ive926sC6mc,legacy,88.8,144.32,,,v12-lineage,c164fe4d4b5fb02b8c5e36304d0f0be5fc6ec182b5f497f9dfcdfcacbf1d7e63
c=86144e9f6d7c,Ive926sC6mc,legacy,172.72,237.4,,,v12-lineage,c164fe4d4b5fb02b8c5e36304d0f0be5fc6ec182b5f497f9dfcdfcacbf1d7e63
c=fa4b940ebea8,Ive926sC6mc,legacy,270.24,324.64,,,v12-lineage,c164fe4d4b5fb02b8c5e36304d0f0be5fc6ec182b5f497f9dfcdfcacbf1d7e63
c=64020c313d04,Ive926sC6mc,legacy,328.96,363.32,,,v12-lineage,c164fe4d4b5fb02b8c5e36304d0f0be5fc6ec182b5f497f9dfcdfcacbf1d7e63
c=3de206aea8a7,Ive926sC6mc,legacy,366,416.12,,,v12-lineage,c164fe4d4b5fb02b8c5e36304d0f0be5fc6ec182b5f497f9dfcdfcacbf1d7e63
c=df9089cafca9,Ive926sC6mc,legacy,452.6,491.64,,,v12-lineage,c164fe4d4b5fb02b8c5e36304d0f0be5fc6ec182b5f497f9dfcdfcacbf1d7e63
c=2c2570029319,Ive926sC6mc,legacy,662.64,723.44,,,v12-lineage,c164fe4d4b5fb02b8c5e36304d0f0be5fc6ec182b5f497f9dfcdfcacbf1d7e63
c=522a46ef783d,Ive926sC6mc,legacy,798.36,844.32,,,v12-lineage,c164fe4d4b5fb02b8c5e36304d0f0be5fc6ec182b5f497f9dfcdfcacbf1d7e63
c=d08b5d5f0afc,Ive926sC6mc,legacy,840.84,886.76,,,v12-lineage,c164fe4d4b5fb02b8c5e36304d0f0be5fc6ec182b5f497f9dfcdfcacbf1d7e63
c=badf9c1ab163,Ive926sC6mc,legacy,934.76,979.64,,,v12-lineage,c164fe4d4b5fb02b8c5e36304d0f0be5fc6ec182b5f497f9dfcdfcacbf1d7e63
c=eefacc554f3b,Ive926sC6mc,legacy,979.64,1048.56,,,v12-lineage,c164fe4d4b5fb02b8c5e36304d0f0be5fc6ec182b5f497f9dfcdfcacbf1d7e63
c=fb3445576f0c,Ive926sC6mc,legacy,1057,1105.36,,,v12-lineage,c164fe4d4b5fb02b8c5e36304d0f0be5fc6ec182b5f497f9dfcdfcacbf1d7e63
c=f36aee07fbca,Ive926sC6mc,legacy,1130.12,1186.16,,,v12-lineage,c164fe4d4b5fb02b8c5e36304d0f0be5fc6ec182b5f497f9dfcdfcacbf1d7e63
c=15bc4db7c71c,Ive926sC6mc,legacy,1184.36,1214.48,,,v12-lineage,c164fe4d4b5fb02b8c5e36304d0f0be5fc6ec182b5f497f9dfcdfcacbf1d7e63
c=d20e78763052,Ive926sC6mc,legacy,1429.92,1494.56,,,v12-lineage,c164fe4d4b5fb02b8c5e36304d0f0be5fc6ec182b5f497f9dfcdfcacbf1d7e63
c=790da887f28a,Ive926sC6mc,legacy,1680.52,1742.44,,,v12-lineage,c164fe4d4b5fb02b8c5e36304d0f0be5fc6ec182b5f497f9dfcdfcacbf1d7e63
c=64904eef664a,Ive926sC6mc,legacy,1797.88,1837.44,,,v12-lineage,c164fe4d4b5fb02b8c5e36304d0f0be5fc6ec182b5f497f9dfcdfcacbf1d7e63
c=e227de47511f,Ive926sC6mc,legacy,1849.2,1898.56,,,v12-lineage,c164fe4d4b5fb02b8c5e36304d0f0be5fc6ec182b5f497f9dfcdfcacbf1d7e63
c=29afaa193e22,Ive926sC6mc,legacy,1983.56,2026.72,,,v12-lineage,c164fe4d4b5fb02b8c5e36304d0f0be5fc6ec182b5f497f9dfcdfcacbf1d7e63
c=3b416b15c9b5,Ive926sC6mc,legacy,2097.48,2138.04,2097.48,2138.04,v12-lineage,c164fe4d4b5fb02b8c5e36304d0f0be5fc6ec182b5f497f9dfcdfcacbf1d7e63
c=62635bce5e7d,Ive926sC6mc,legacy,2206,2262.24,,,v12-lineage,c164fe4d4b5fb02b8c5e36304d0f0be5fc6ec182b5f497f9dfcdfcacbf1d7e63
c=9ce745240bd3,Ive926sC6mc,legacy,2295.56,2356.76,,,v12-lineage,c164fe4d4b5fb02b8c5e36304d0f0be5fc6ec182b5f497f9dfcdfcacbf1d7e63
c=22249d26020b,Ive926sC6mc,legacy,2433,2478.44,,,v12-lineage,c164fe4d4b5fb02b8c5e36304d0f0be5fc6ec182b5f497f9dfcdfcacbf1d7e63
c=0715279202c9,Ive926sC6mc,legacy,2510.32,2557.6,,,v12-lineage,c164fe4d4b5fb02b8c5e36304d0f0be5fc6ec182b5f497f9dfcdfcacbf1d7e63
c=0eefa9fa69ca,Ive926sC6mc,legacy,2618.8,2664.36,,,v12-lineage,c164fe4d4b5fb02b8c5e36304d0f0be5fc6ec182b5f497f9dfcdfcacbf1d7e63
c=732e4ad5f7ef,Ive926sC6mc,legacy,2661.36,2721,,,v12-lineage,c164fe4d4b5fb02b8c5e36304d0f0be5fc6ec182b5f497f9dfcdfcacbf1d7e63
c=4393357e447d,Ive926sC6mc,legacy,2733.4,2771.36,,,v12-lineage,c164fe4d4b5fb02b8c5e36304d0f0be5fc6ec182b5f497f9dfcdfcacbf1d7e63
c=ff14d31e95b7,Ive926sC6mc,legacy,2772,2845.64,,,v12-lineage,c164fe4d4b5fb02b8c5e36304d0f0be5fc6ec182b5f497f9dfcdfcacbf1d7e63
c=74d58e09e618,Ive926sC6mc,legacy,2985.24,3031.76,,,v12-lineage,c164fe4d4b5fb02b8c5e36304d0f0be5fc6ec182b5f497f9dfcdfcacbf1d7e63
c=10c31cb4400e,Ive926sC6mc,legacy,3092.96,3141.8,,,v12-lineage,c164fe4d4b5fb02b8c5e36304d0f0be5fc6ec182b5f497f9dfcdfcacbf1d7e63
c=fd3af6fdd140,Ive926sC6mc,legacy,3145.56,3202.88,,,v12-lineage,c164fe4d4b5fb02b8c5e36304d0f0be5fc6ec182b5f497f9dfcdfcacbf1d7e63
c=0993798a6756,Ive926sC6mc,legacy,3202.88,3291.56,,,v12-lineage,c164fe4d4b5fb02b8c5e36304d0f0be5fc6ec182b5f497f9dfcdfcacbf1d7e63
c=4fbd11552d31,Ive926sC6mc,legacy,3311,3369.36,,,v12-lineage,c164fe4d4b5fb02b8c5e36304d0f0be5fc6ec182b5f497f9dfcdfcacbf1d7e63
c=3dea3e5457fa,Ive926sC6mc,legacy,3409.2,3464.72,,,v12-lineage,c164fe4d4b5fb02b8c5e36304d0f0be5fc6ec182b5f497f9dfcdfcacbf1d7e63
c=4dd5f671a4bf,Ive926sC6mc,legacy,3490.52,3545.56,,,v12-lineage,c164fe4d4b5fb02b8c5e36304d0f0be5fc6ec182b5f497f9dfcdfcacbf1d7e63
c=5c8e458608a5,Ive926sC6mc,legacy,3597.68,3661.84,,,v12-lineage,c164fe4d4b5fb02b8c5e36304d0f0be5fc6ec182b5f497f9dfcdfcacbf1d7e63
c=39809f08d870,Ive926sC6mc,legacy,3744.64,3770.76,,,v12-lineage,c164fe4d4b5fb02b8c5e36304d0f0be5fc6ec182b5f497f9dfcdfcacbf1d7e63
c=b356115ea703,Ive926sC6mc,legacy,3784.92,3835.8,,,v12-lineage,c164fe4d4b5fb02b8c5e36304d0f0be5fc6ec182b5f497f9dfcdfcacbf1d7e63
c=efc96b5ff357,3NSC5nps3OM,legacy,26.48,72.44,,,v12-lineage,bb4143c6decd081068986172f6492bec4406bb32f0171866abbec38964795015
c=0b7365711665,3NSC5nps3OM,legacy,107.48,152.4,,,v12-lineage,bb4143c6decd081068986172f6492bec4406bb32f0171866abbec38964795015
c=a9454d171520,3NSC5nps3OM,legacy,277.44,344.72,,,v12-lineage,bb4143c6decd081068986172f6492bec4406bb32f0171866abbec38964795015
c=0a8930d6547d,3NSC5nps3OM,legacy,358.12,419.36,,,v12-lineage,bb4143c6decd081068986172f6492bec4406bb32f0171866abbec38964795015
c=7ad4c7ea26e1,3NSC5nps3OM,legacy,426.28,486.4,,,v12-lineage,bb4143c6decd081068986172f6492bec4406bb32f0171866abbec38964795015
c=0ea0eec5861d,3NSC5nps3OM,legacy,632.08,682.52,,,v12-lineage,bb4143c6decd081068986172f6492bec4406bb32f0171866abbec38964795015
c=bb5e426b24d4,3NSC5nps3OM,legacy,689.24,743.84,,,v12-lineage,bb4143c6decd081068986172f6492bec4406bb32f0171866abbec38964795015
c=34a26a170074,3NSC5nps3OM,legacy,846.96,910.88,,,v12-lineage,bb4143c6decd081068986172f6492bec4406bb32f0171866abbec38964795015
c=ed3006ecb613,3NSC5nps3OM,legacy,954,989.12,,,v12-lineage,bb4143c6decd081068986172f6492bec4406bb32f0171866abbec38964795015
c=b0f88c74d568,3NSC5nps3OM,legacy,988.4,1062,,,v12-lineage,bb4143c6decd081068986172f6492bec4406bb32f0171866abbec38964795015
c=b93dea14069f,3NSC5nps3OM,legacy,1065.08,1101.48,,,v12-lineage,bb4143c6decd081068986172f6492bec4406bb32f0171866abbec38964795015
c=954b13bd8fc5,3NSC5nps3OM,legacy,1190.76,1248.04,,,v12-lineage,bb4143c6decd081068986172f6492bec4406bb32f0171866abbec38964795015
c=6e6c50932afe,3NSC5nps3OM,legacy,1288.8,1360.16,,,v12-lineage,bb4143c6decd081068986172f6492bec4406bb32f0171866abbec38964795015
c=9e6083fd582d,3NSC5nps3OM,legacy,1376.2,1429.24,,,v12-lineage,bb4143c6decd081068986172f6492bec4406bb32f0171866abbec38964795015
c=af2c9767dfc9,3NSC5nps3OM,legacy,1442.84,1507.72,,,v12-lineage,bb4143c6decd081068986172f6492bec4406bb32f0171866abbec38964795015
c=d84c8ed84c1d,3NSC5nps3OM,legacy,1505.48,1544.52,,,v12-lineage,bb4143c6decd081068986172f6492bec4406bb32f0171866abbec38964795015
c=cc93f78f2560,3NSC5nps3OM,legacy,1558.8,1639.68,,,v12-lineage,bb4143c6decd081068986172f6492bec4406bb32f0171866abbec38964795015
c=5344309f5035,3NSC5nps3OM,legacy,1795.32,1849.96,,,v12-lineage,bb4143c6decd081068986172f6492bec4406bb32f0171866abbec38964795015
c=89c7ff470ab9,3NSC5nps3OM,legacy,1890.44,1948.4,,,v12-lineage,bb4143c6decd081068986172f6492bec4406bb32f0171866abbec38964795015
c=6065a196f512,3NSC5nps3OM,legacy,1970.72,2051.2,,,v12-lineage,bb4143c6decd081068986172f6492bec4406bb32f0171866abbec38964795015
c=1050a749a4ab,3NSC5nps3OM,legacy,2092.68,2140.72,,,v12-lineage,bb4143c6decd081068986172f6492bec4406bb32f0171866abbec38964795015
c=30530741cb5d,3NSC5nps3OM,legacy,2194.4,2260.76,,,v12-lineage,bb4143c6decd081068986172f6492bec4406bb32f0171866abbec38964795015
c=f88e817e3405,3NSC5nps3OM,legacy,2260.76,2308.44,,,v12-lineage,bb4143c6decd081068986172f6492bec4406bb32f0171866abbec38964795015
c=01d19a20f680,3NSC5nps3OM,legacy,2310.88,2365,,,v12-lineage,bb4143c6decd081068986172f6492bec4406bb32f0171866abbec38964795015
c=bc972bc28ba9,3NSC5nps3OM,legacy,2377,2433.96,,,v12-lineage,bb4143c6decd081068986172f6492bec4406bb32f0171866abbec38964795015
c=cd6ab088f406,3NSC5nps3OM,legacy,2433.96,2497.48,,,v12-lineage,bb4143c6decd081068986172f6492bec4406bb32f0171866abbec38964795015
c=0b8036e74010,3NSC5nps3OM,legacy,2576.2,2621.52,,,v12-lineage,bb4143c6decd081068986172f6492bec4406bb32f0171866abbec38964795015
c=4aadfdb28614,3NSC5nps3OM,legacy,2697,2743.12,,,v12-lineage,bb4143c6decd081068986172f6492bec4406bb32f0171866abbec38964795015
c=f2b09412b76a,3NSC5nps3OM,legacy,2759.04,2820.36,,,v12-lineage,bb4143c6decd081068986172f6492bec4406bb32f0171866abbec38964795015
c=3ec20b4e7bdb,3NSC5nps3OM,legacy,2854.48,2928,,,v12-lineage,bb4143c6decd081068986172f6492bec4406bb32f0171866abbec38964795015
c=75eefcbb5637,3NSC5nps3OM,legacy,2980.24,3020.88,,,v12-lineage,bb4143c6decd081068986172f6492bec4406bb32f0171866abbec38964795015
c=39bc82d281fe,3NSC5nps3OM,legacy,3018.6,3047.6,,,v12-lineage,bb4143c6decd081068986172f6492bec4406bb32f0171866abbec38964795015
c=ef880ff1313e,3NSC5nps3OM,legacy,3067.72,3111.92,,,v12-lineage,bb4143c6decd081068986172f6492bec4406bb32f0171866abbec38964795015
c=1913d2cef342,3NSC5nps3OM,legacy,3142.64,3185.76,,,v12-lineage,bb4143c6decd081068986172f6492bec4406bb32f0171866abbec38964795015
c=12592847e510,3NSC5nps3OM,legacy,3182.52,3226.04,,,v12-lineage,bb4143c6decd081068986172f6492bec4406bb32f0171866abbec38964795015
c=61f36afc88b9,3NSC5nps3OM,legacy,3300,3356.32,,,v12-lineage,bb4143c6decd081068986172f6492bec4406bb32f0171866abbec38964795015
c=c1e4676c7568,3NSC5nps3OM,legacy,3354.48,3422.44,,,v12-lineage,bb4143c6decd081068986172f6492bec4406bb32f0171866abbec38964795015
c=8da1ffee2f07,3NSC5nps3OM,legacy,3437.28,3482.28,,,v12-lineage,bb4143c6decd081068986172f6492bec4406bb32f0171866abbec38964795015
c=a7c70f811837,3NSC5nps3OM,legacy,3553.88,3636,,,v12-lineage,bb4143c6decd081068986172f6492bec4406bb32f0171866abbec38964795015
c=62d45d3f4110,3NSC5nps3OM,legacy,3684.2,3727.65,,,v12-lineage,bb4143c6decd081068986172f6492bec4406bb32f0171866abbec38964795015
c=c410ad997f6c,376JmatmnaI,legacy,0.62,60.96,,,v12-lineage,9e38d584f88ec659214b3fa323c1a8169ffff924a56a79a4b7b01efeabdca7db
c=838e8882741c,376JmatmnaI,legacy,73.28,123.56,,,v12-lineage,9e38d584f88ec659214b3fa323c1a8169ffff924a56a79a4b7b01efeabdca7db
c=04eb387f9df0,376JmatmnaI,legacy,120.68,164.72,,,v12-lineage,9e38d584f88ec659214b3fa323c1a8169ffff924a56a79a4b7b01efeabdca7db
c=3530365d9492,376JmatmnaI,legacy,295.76,349.24,,,v12-lineage,9e38d584f88ec659214b3fa323c1a8169ffff924a56a79a4b7b01efeabdca7db
c=20ead57a75ba,376JmatmnaI,legacy,377.88,427.28,,,v12-lineage,9e38d584f88ec659214b3fa323c1a8169ffff924a56a79a4b7b01efeabdca7db
c=66793f247b52,376JmatmnaI,legacy,440.44,497.76,,,v12-lineage,9e38d584f88ec659214b3fa323c1a8169ffff924a56a79a4b7b01efeabdca7db
c=dc86cdd46fad,376JmatmnaI,legacy,496.2,540.72,,,v12-lineage,9e38d584f88ec659214b3fa323c1a8169ffff924a56a79a4b7b01efeabdca7db
c=d6a753effac3,376JmatmnaI,legacy,552.76,596.96,,,v12-lineage,9e38d584f88ec659214b3fa323c1a8169ffff924a56a79a4b7b01efeabdca7db
c=5ba8e08ddcfa,376JmatmnaI,legacy,594.44,638.72,,,v12-lineage,9e38d584f88ec659214b3fa323c1a8169ffff924a56a79a4b7b01efeabdca7db
c=fc414046e98f,376JmatmnaI,legacy,636.52,678.04,,,v12-lineage,9e38d584f88ec659214b3fa323c1a8169ffff924a56a79a4b7b01efeabdca7db
c=a6087fc24f50,376JmatmnaI,legacy,731,781.08,,,v12-lineage,9e38d584f88ec659214b3fa323c1a8169ffff924a56a79a4b7b01efeabdca7db
c=4ba55bd87a91,376JmatmnaI,legacy,920,983.88,,,v12-lineage,9e38d584f88ec659214b3fa323c1a8169ffff924a56a79a4b7b01efeabdca7db
c=8e811b9695df,376JmatmnaI,legacy,1009.84,1043.44,,,v12-lineage,9e38d584f88ec659214b3fa323c1a8169ffff924a56a79a4b7b01efeabdca7db
c=9e94a8b9a84c,376JmatmnaI,legacy,1169.72,1213.04,,,v12-lineage,9e38d584f88ec659214b3fa323c1a8169ffff924a56a79a4b7b01efeabdca7db
c=24a233d5fb09,376JmatmnaI,legacy,1280.2,1323.48,,,v12-lineage,9e38d584f88ec659214b3fa323c1a8169ffff924a56a79a4b7b01efeabdca7db
c=8652ccf7e90f,376JmatmnaI,legacy,1321.48,1362.36,,,v12-lineage,9e38d584f88ec659214b3fa323c1a8169ffff924a56a79a4b7b01efeabdca7db
c=5956d82f141a,376JmatmnaI,legacy,1372.84,1415.88,,,v12-lineage,9e38d584f88ec659214b3fa323c1a8169ffff924a56a79a4b7b01efeabdca7db
c=579ce7c7ae72,376JmatmnaI,legacy,1501.12,1554.48,,,v12-lineage,9e38d584f88ec659214b3fa323c1a8169ffff924a56a79a4b7b01efeabdca7db
c=39c2fc0001b4,376JmatmnaI,legacy,1691.36,1754.96,,,v12-lineage,9e38d584f88ec659214b3fa323c1a8169ffff924a56a79a4b7b01efeabdca7db
c=5d4688039ab1,376JmatmnaI,legacy,1910.28,1978.56,,,v12-lineage,9e38d584f88ec659214b3fa323c1a8169ffff924a56a79a4b7b01efeabdca7db
c=b69cff48a835,376JmatmnaI,legacy,1976.88,2019.6,,,v12-lineage,9e38d584f88ec659214b3fa323c1a8169ffff924a56a79a4b7b01efeabdca7db
c=4554409f9874,376JmatmnaI,legacy,2048.2,2090.32,,,v12-lineage,9e38d584f88ec659214b3fa323c1a8169ffff924a56a79a4b7b01efeabdca7db
c=776b141172e0,376JmatmnaI,legacy,2113.72,2191.84,,,v12-lineage,9e38d584f88ec659214b3fa323c1a8169ffff924a56a79a4b7b01efeabdca7db
c=39b4302deff1,376JmatmnaI,legacy,2227.72,2274.12,,,v12-lineage,9e38d584f88ec659214b3fa323c1a8169ffff924a56a79a4b7b01efeabdca7db
c=8616efa4dfa6,376JmatmnaI,legacy,2308.56,2360.12,,,v12-lineage,9e38d584f88ec659214b3fa323c1a8169ffff924a56a79a4b7b01efeabdca7db
c=92bef482c319,376JmatmnaI,legacy,2443.52,2503.8,,,v12-lineage,9e38d584f88ec659214b3fa323c1a8169ffff924a56a79a4b7b01efeabdca7db
c=abf6809c1f45,376JmatmnaI,legacy,2501.84,2550.92,,,v12-lineage,9e38d584f88ec659214b3fa323c1a8169ffff924a56a79a4b7b01efeabdca7db
c=4acba6c06e08,376JmatmnaI,legacy,2563.24,2616,,,v12-lineage,9e38d584f88ec659214b3fa323c1a8169ffff924a56a79a4b7b01efeabdca7db
c=7c6619cfa752,376JmatmnaI,legacy,2734.36,2782.4,,,v12-lineage,9e38d584f88ec659214b3fa323c1a8169ffff924a56a79a4b7b01efeabdca7db
c=f2368808c0c5,376JmatmnaI,legacy,2794.52,2860.84,,,v12-lineage,9e38d584f88ec659214b3fa323c1a8169ffff924a56a79a4b7b01efeabdca7db
c=750dfd7d46fb,376JmatmnaI,legacy,2870.68,2952.36,,,v12-lineage,9e38d584f88ec659214b3fa323c1a8169ffff924a56a79a4b7b01efeabdca7db
c=fad35e0d1a88,376JmatmnaI,legacy,2989.2,3065.72,,,v12-lineage,9e38d584f88ec659214b3fa323c1a8169ffff924a56a79a4b7b01efeabdca7db
c=051da761b525,376JmatmnaI,legacy,3155.4,3214.08,,,v12-lineage,9e38d584f88ec659214b3fa323c1a8169ffff924a56a79a4b7b01efeabdca7db
c=8a8caaba84df,376JmatmnaI,legacy,3211.92,3253.56,,,v12-lineage,9e38d584f88ec659214b3fa323c1a8169ffff924a56a79a4b7b01efeabdca7db
c=dbda7da6c2c1,376JmatmnaI,legacy,3291.44,3339.2,,,v12-lineage,9e38d584f88ec659214b3fa323c1a8169ffff924a56a79a4b7b01efeabdca7db
c=0fb0d871c5aa,376JmatmnaI,legacy,3440,3511.32,,,v12-lineage,9e38d584f88ec659214b3fa323c1a8169ffff924a56a79a4b7b01efeabdca7db
c=b64aba548e90,376JmatmnaI,legacy,3509.8,3552.64,,,v12-lineage,9e38d584f88ec659214b3fa323c1a8169ffff924a56a79a4b7b01efeabdca7db
c=aee89a74a40c,376JmatmnaI,legacy,3682.56,3746.08,,,v12-lineage,9e38d584f88ec659214b3fa323c1a8169ffff924a56a79a4b7b01efeabdca7db
c=e58e6721f1ad,376JmatmnaI,legacy,3849.56,3897.4,,,v12-lineage,9e38d584f88ec659214b3fa323c1a8169ffff924a56a79a4b7b01efeabdca7db
c=15db40d6dca1,376JmatmnaI,legacy,4013.44,4059.08,,,v12-lineage,9e38d584f88ec659214b3fa323c1a8169ffff924a56a79a4b7b01efeabdca7db
